,sum_uni,sum_wei,pop_uni,pop_wei,order_id
0,44.0,12.7,3.121386072737076,5.239230452130091,47099653730fb1b76537fc10ad876255
1,34.0,2.3,-3.4488151604508728,4.034072788259452,689d8866915acf87e851c2591a23a82f
2,35.0,0.24,-4.221307053416319,1.47504539204741,f26d16bf6f38c9e31d0be877f4013a9e
3,20.0,3.235,2.130172512375896,5.720114434317591,161ccc896835ab41761b0e726becb6b1
4,116.0,0.3,-8.079475555566386,0.4555843480359334,4713deca10bb5db98fae150b52d61fc0
5,45.0,2.5,8.159932470947862,6.1086146897919,742c8318bd4b691ef21517372e12eb14
6,8.0,0.4,0.2619265843240388,0.623388622244983,4bf1d742d2aaa747c8e42074306776c6
7,25.0,0.885,2.851725593556884,2.312183080790027,a8b56b2aba8e0c2609b1e70fff2c1951
8,65.0,1.3,-10.206416092152116,3.2568167227636655,63d745ef282dfeee0a89b5c8e4e79acb
9,51.0,2.776,5.667009623953865,4.809355943770086,bea1786439523ef6973ec8395231e713
10,49.0,0.6,-2.2260889734105476,1.425532278715446,af858ab3378bef1f536466a1025de37e
11,64.0,0.6,-6.084306899234559,0.4496476884489376,c77daadeb4b28a9b40e992a13107e88a
12,30.0,4.862,-1.3437199586172552,6.071616065637714,bcdb80e02912145751613d62ee5e8a27
13,57.0,1.6,-5.105481574003775,0.9524126732613799,f912a4a94c3bffe0d899047f877bd208
14,37.0,4.9,3.426443601713922,8.840250685369229,933a74f648efe9eff4b30c5077841035
15,50.0,2.535,0.6305181106278508,2.456447933185419,7f810190d0c8039a6380492fe7bde462
16,55.0,1.38,-15.085606415392466,3.8661910238144923,30c0de87eae88a94cc9db9bd69c67bc1
17,80.0,4.885,-2.1375290698076572,4.42861093899175,006f65addd7da4c53e3f1a2a348e3415
18,46.0,0.9239999999999999,1.538825946562951,4.066561838541486,e91cf0707f40e1fcc66d156400311ff2
19,62.0,8.455,-5.854753535431085,8.754924770059294,70d1057900ea996f13d529f6275c3a99
20,47.0,0.498,0.7946087377596265,1.5676017881432016,167ce626db4e798d478ec69a98f8e49d
21,17.0,0.0,-1.0489311000447379,0.0,2bb2ba5478454f025b51da652198b8e8
22,48.0,1.002,-4.909222751856355,0.9386234845078069,0bd63fa3afe51ff77c8b2b7a5b8bfdff
23,55.0,1.4,-19.431730683553035,-1.3005683240461772,137c2908377597a292173bb96522488b
24,51.0,2.681,-3.0860139745536146,5.294771166438143,fc6b6a3b6e6c365c90e95022f6789026
25,30.0,4.136,-5.305069574882925,10.73005103136311,8327c14e4477771dc641094fa40c85c2
26,67.0,5.33,6.425717632869467,8.352908656538194,411b509d6c79c88dbb88c65a6f91b6e5
27,60.0,0.0,-13.535141759811713,0.0,07d6c944d92dfd55ec1e9548b96edaf4
28,65.0,4.67,-15.109416022960811,0.020591247259022838,dd13ca70b89b4022313a8acb6072b0df
29,248.0,0.0,-8.014330393677168,0.0,e2989f464da7b67d253cb19c3e0519e0
30,37.0,0.0,-5.831563798204369,0.0,45908e5736b6c26bd98261a9dece9164
31,63.0,9.83,3.8328578755227647,12.11133504201723,eef9343156c0bc6b69ebd7ccf42652fd
32,45.0,6.42,-6.124729089579051,11.57488753859667,77c3b1e044c1f08c75f8ecc537647d51
33,75.0,7.3,-15.913595930574953,8.65455012561328,1c2042980d02562b813ad50868e3dd80
34,40.0,0.4,-8.026318661147432,-0.5453360215727332,74ddd821e630453f81546d3c63286feb
35,28.0,2.204,-5.441461065946243,1.5210435101634383,3e32cc6af8d4c20fa9bdc7701d060230
36,75.0,5.228,5.371024693719402,4.411886779353428,fee6d2396b48efb4b5fd66fe0c5d37bd
37,122.0,2.8129999999999997,3.019930443785736,5.758544509702877,3d0f65e75ff3f51c4a5dac346ad5ad22
38,29.0,1.068,0.9299485619204305,1.8966759853742494,f78cbca4d77255390f08a32f34a719a0
39,21.0,0.64,2.3364553182921837,1.3289539413634492,dcb44a4517c831e8b14f1e332ff7aac5
40,1.0,0.0,-1.6667149446015193,0.0,cac03b8aae37aabb5ea41bcf03df959f
41,45.0,2.078,1.608707308229092,5.235637395542331,ee679174f8d799183f189b2827c97bca
42,53.0,4.4510000000000005,10.893654200413861,5.396909536197302,86701f032fc6e009741929187896dd76
43,184.0,1.0,1.5453877231392505,2.2938691524266837,437c3ac290215ba5bb038cf80bca88d2
44,68.0,3.2760000000000002,9.544060747908976,5.634501393671297,9db52f92ccf5be561f507bdbc883aa20
45,60.0,4.93,-2.1149553285411447,2.9472705292893373,063cd5737fbc1f89fea4e7a179809029
46,24.0,0.49,-3.787947990011701,0.9991437882206486,2e98ddb008634f288b0d5593a88fb551
47,46.0,4.092,-7.506575268124749,3.927170399663658,7029e08e56c78b56bb012748dad487ba
48,27.0,0.2,-5.388378594726681,-1.0157339019862603,a6f2b2a41ae1a69c329f98a9f8471213
49,128.0,7.256,-1.7401607897188947,9.681372524993792,188f7aa407c7520d147fa4a9641e068e
50,52.0,3.08,4.675033372143005,5.043346218584942,d689f6b94287b9be4753e88568012b41
51,52.0,0.332,-0.15927698858735512,1.388836940894464,ffcf270be4bba33349ce827c70fe9439
52,63.0,3.4000000000000004,-7.094068001582554,3.856643391608876,4d8565679b5056a3f0f3a06a08a25b54
53,108.0,7.5,-21.154599352742775,5.006935446551235,01e42e2d8ffdb6e7d6e643711cab91d3
54,30.0,3.1160000000000005,3.0202958674327327,4.000440540181686,4069b5a3941fe3b3894ad890187d24ea
55,118.0,7.970000000000001,-1.7394808921063496,9.106861819700422,8734be9e7432350ad28f519d353b8ba5
56,86.0,4.3020000000000005,-0.035130740524848214,5.5886955226823165,cc5061ccd2e524069792ea37f1e68654
57,37.0,4.267999999999999,0.8055878433963138,9.832895393911794,1cfb7165b1b6bdb83d29717b7f4d9cea
58,45.0,0.0,-9.955564433834986,0.0,d6c2121bc0c349c611e27f6a8bdd32b5
59,23.0,1.1400000000000001,-1.1312369476283535,2.6874738836625585,40dfdf9daa7d8875419e8dd90c3b6302
60,124.0,5.746,3.95080672116183,10.709277365397133,08a1c552c03756d3db3c98c2db5c583a
61,32.0,1.72,5.90398508775171,4.649308605426132,5697c72df79f1ec74846e74888099fbb
62,49.0,1.468,-0.9188412493199968,4.964743255376691,e93c6c3fa9cf1aa36d024a9b7bc63359
63,36.0,4.359999999999999,-3.448043610460555,4.845854995339735,369ce2f816d6ec934aa0b0de34a7d20f
64,144.0,3.17,-0.40753370978676107,5.059999451253591,4a327602040b5507da57bcfb945c9861
65,59.0,0.25,-8.153243511670928,-1.3922104842627907,71dc1694c237d21ce312db611a58ee36
66,52.0,6.369999999999999,1.5798125415308006,8.088463100444262,1e67be33612d03f36816f8846f0b301f
67,59.0,3.4050000000000002,-0.8796802526396242,7.150396887953778,b3c66b9fb2fd4e657df0fc30627caf60
68,68.0,3.51,9.019953466381306,2.8716838447794464,dadfe7ec6a68f79a32cfa8487f754c31
69,21.0,0.201,0.31098990584898256,-2.3745412727717135,54e06186a67bad2a1324729033c68d85
70,12.0,0.2,-4.740589915714787,0.6573470454685466,79f3a0ab7dc8185b1a9084ababb8e8bc
71,61.0,0.83,-7.922582864384921,0.49130973854688886,eb2c19baaf9ea2b5ef1c7daf2820afaa
72,95.0,7.91,5.795141084681681,10.747685835871689,bfc6b1d0c0b5d8d56790ad7355b7aecb
73,3.0,0.0,-3.1546650419543,0.0,1bcb4de53bda898cca23a6cfa9aac1c2
74,55.0,3.098,-4.187389941367657,6.585372012759585,73d8fe4e3b63e0ba43847cf6beb24f86
75,7.0,0.497,-1.817319992451848,-0.056223452637752476,24bf8664e153eaba22e197e6139a4c2a
76,66.0,3.1319999999999997,4.297330399531366,5.277550499000151,a1b0ebf786cc0fd7c4408b6b8dc23d33
77,87.0,5.716,-6.5632156260615195,5.424945196683482,2d2d37d18e3ab7ca7bd4c37ad51d04f8
78,26.0,3.603,8.514733720426158,9.797983640887956,f9b3dfd76787fc61c290426d1b54f871
79,70.0,0.0,-9.15541819608088,0.0,e1271c1368fa9f2090206c5176b5bff8
80,24.0,0.5,2.9551329671174793,2.2722142673926307,18116cb402eb1a54e0b90bd07bfd6588
81,102.0,8.096,7.95660875526002,14.512144870181377,bb584accc947337724ba4e1006a862b5
82,65.0,2.116,-10.086920132306973,3.3858745842224267,02ec9e9f6ba1d9a974085abb65447db0
83,26.0,2.652,1.3958155387969473,4.458512147557559,fdcfd093912d02ee14f2475772d24b61
84,39.0,2.1799999999999997,4.113521691853985,4.732887910836409,8a1b25ee879d5c6ab768285632b43ff9
85,42.0,0.30000000000000004,-9.386218590389122,4.0309936940932705,41ca0bc7ef899493b1161363d946019f
86,88.0,2.664,6.704420115882634,3.5052647990961865,86ff152ac86a943a04e468286868e8bc
87,10.0,1.95,-1.187565944542569,1.359452802119303,f13245ef2ad52d38201e1f2e8aeef6bd
88,57.0,3.562,4.342541874382152,4.5896772693858905,d58359008c4b82e4a08ef6c53fb4ede6
89,46.0,0.69,-21.655435237088753,0.6192785339361027,b1a262cdee898f2b585681111be0f3d9
90,46.0,0.0,-9.745942089413255,0.0,078e8c1b149aae3d53886a2d4a72a70b
91,49.0,0.0,-0.9658103729437995,0.0,85aa5a363a41c6cc2ff5c0934a296877
92,183.0,8.152000000000001,22.8953576789514,13.285959366631648,23e31a33c86bfe021c0db1c38ce61ef8
93,38.0,5.092,-6.01330175491562,9.762380946926807,520adbcad4763855e57c99e8f4ab41e4
94,39.0,2.482,5.061502487974018,5.445948121525257,7b45c916108096327a9c8c764866a5ff
95,31.0,1.962,-6.445799330464175,4.0836668658713,12de653cd68db68b2969bb7082d7511d
96,14.0,1.6,-0.0831970110239042,2.5010882825276455,825f0554880b904e954b9d1b5aeec05e
97,57.0,0.75,-4.608030319713883,-0.5319533805946416,8bd961e4ca15b2c882aa58def1bc69d6
98,4.0,1.7,0.4203497003086072,0.9272862478211322,51b350ad2e3cd15d5da1e88a2b504ad3
99,104.0,1.8519999999999999,-7.330378764901141,1.5983947929664497,93cc3a3fd6916580b27b340530766861
100,59.0,1.6640000000000001,-0.8324640186829777,4.300580762171533,6cd8aeafe2ffe5820da6d5d7abbd4385
101,43.0,0.0,-2.596017350219587,0.0,c7e4ddaa85d99d65691b8b4b6ad75c76
102,28.0,0.996,-1.591887453186256,1.873202313011637,9b64d4bceb330c00fb1dafb880dd6787
103,22.0,6.35,-8.223595084102952,-7.483361780596924,eae6579b4cef0e336822b5e85c499d76
104,50.0,0.0,-1.7195823263732124,0.0,350e76fc5104bba2ecce388aa874fb39
105,43.0,1.1480000000000001,-9.822861890809301,4.019390046784477,0c3bb25f0a491e185d1ac3cae9d15f56
106,116.0,1.6710000000000003,-14.754812327489583,5.503203648571401,9566908384338eee1e58aaed1358f2b0
107,63.0,6.387,-3.4458560109735643,11.891534379075644,63a27af713a61e73d215ba6042796e18
108,55.0,1.002,-8.215643633410469,2.41750897711737,b6ac6da8bd03cfd54f7478e947b4454f
109,53.0,3.6630000000000003,-2.434024962828291,5.929944133861094,1c02cdf0bf2f4d615f5cc2071a9eba30
110,74.0,1.0,5.247101980119106,1.366929489972891,a145e13a19ce99e8a7de1ef86826ec7e
111,55.0,0.0,2.727698491225246,0.0,35aceaa29c3a7638708d0ac1221bb1dd
112,63.0,2.3,-14.38606111570569,2.7027088549426908,d54224d1bff0a9922916e1bb514bbb8b
113,10.0,1.5,-8.031714742714579,0.6201575121965599,631f154fcf9eb65471662e5b47795113
114,4.0,1.915,-2.957320380674797,1.9805401702387995,b5bac4b4dad6292e474c3b02197df883
115,2.0,1.3,-1.8834061780496636,-0.018777312038378687,199e717c0d9264c3333459c826ec084d
116,85.0,3.275,-40.391075702878666,3.79143121300973,ce650802fb79e86a3d77b67962e135e0
117,32.0,2.4749999999999996,-1.0176704102718557,4.449663944269554,f99450f8e538c112001337f44912fff4
118,111.0,3.6799999999999997,-9.704177791717655,5.579084719857737,74a9dee87ab669266c07869c22cd7e9f
119,48.0,7.766,-13.79021628271276,8.844336834750829,881a1f2334f8c4e575ab89a543d0b1be
120,59.0,1.5,6.465037844460245,1.5762748512233737,db42083a409b6bfbf445968090847f13
